what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.cdt.debug.core,7.0.0.201009141542,"org.eclipse.cdt.debug.core",1352947395108
started,bundle,org.eclipse.cdt.debug.ui,7.0.0.201009141542,"org.eclipse.cdt.debug.ui",1352947395118
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352947395158
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352947395168
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1352947424788
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352947425738
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1352947425768
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1352947427808
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1352947440778
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352947447114
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352947447974
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352947448044
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352947449204
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.findReplace",1352947449244
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352947451796
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352947452736
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352947452796
