what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946766257
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946768947
opened,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946769167
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946769237
activated,view,org.eclipse.ui.navigator.resources,3.4.201.M20100707-0800,"org.eclipse.ui.navigator.ProjectExplorer",1352946771637
activated,editor,org.eclipse.cdt.ui,5.2.1.201009141542,"org.eclipse.cdt.ui.editor.CEditor",1352946771867
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1352946782377
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946782687
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946787177
executed,command,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.project.buildAll",1352946792427
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946792867
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1352946797257
